id_depart,name,address,tel,time,dcode,dname,lat,lng
106,ห้างฟู๊ดแลนด์ สาขาสุขุมวิท 16,48 อาคารคอมลัมน์ ซ.สุขุมวิท 16 ถ.สุขุมมิตร แขวงคลองเตย เขตคลองเตย กทม.,02-2042177-8,เปิดบริการทุกวัน 24 ชั่วโมง,1033,คลองเตย,13.73299859,100.5602504
107,บิ๊กซี สุขาภิบาล 3,103 ถนนรามคำแหง แขวงมีนบุรี เขตมีนบุรี กรุงเทพฯ,-,ทุกวัน 9.00 - 23.00 น.,1010,มีนบุรี,13.80844362,100.7270949
108,คาร์ฟู สุขาภิบาล 3,1245 ถนนรามคำแหง(สุขาภิบาล3)แขวงหัวหมาก เขตบางกะปิ กรุงเทพฯ,-,ทุกวัน 9.00 - 23.00 น.,1006,บางกะปิ,13.76096963,100.633573
109,คาร์ฟู ร่มเกล้า,"42,44 ถ.ร่มเกล้า แขวงมีนบุรี เขตมีนบุรี กรุงเทพฯ",-,ทุกวัน 9.00 - 23.00 น.,1010,มีนบุรี,13.80131172,100.7412572
110,แฟชั่นไอซ์แลนด์,5/7 ม.7 ถ.รามอินทรา แขวงคันนายาว เขตคันนายาว กรุงเทพฯ,"02-9475320,029475369",ทำการทุกวัน 10:00-21:00น .,1043,คันนายาว,13.8250141,100.6784909
111,เกษรพลาซ่า ปทุมวัน,999 ถนนเพลินจิต แขวงลุมพินี ปทุมวัน กรุงเทพฯ,02 656 1149,ทุกวัน 10:00 - 20:00 น,1007,ปทุมวัน,13.74630056,100.5407164
112,เซ็นทรัลพระราม 2,160 ถนน พระรามสอง แขวง แสมดำ เขต บางขุนเทียน กรุงเทพมหานคร 10150,02 866 4300,ทุกวัน11:00–21:30,1021,บางขุนเทียน,13.66436911,100.4382674
113,เซ็นทรัลเฟสติวัล อีสต์วิลล์,69/3 ซอย ประดิษฐ์มนูธรรม 15 แขวง ลาดพร้าว เขต ลาดพร้าว กรุงเทพมหานคร 10230,02 102 5000,ทุกวัน10:30–22:00,1038,ลาดพร้าว,13.80382442,100.6142077
114,เดอะคริสตัล ลาดพร้าว,ถนน ประดิษฐ์มนูธรรม แขวง ลาดพร้าว เขต ลาดพร้าว กรุงเทพมหานคร 10230,062 101 5959,ทุกวัน10:30–22:00,1038,ลาดพร้าว,13.81197756,100.6183243
115,ศูนย์การค้า เดอะ พาซิโอ,"318, 5 ถนน ลาดกระบัง แขวง ลาดกระบัง เขต ลาดกระบัง กรุงเทพมหานคร 10520",02 329 8999,ทุกวัน เวลา : 10.00-22.00 น,1011,ลาดกระบัง,13.7217273,100.7272259
116,เซ็นเตอร์วัน อนุสาวรีย์ชัยฯ,ถนน ราชวิถี แขวง ถนนพญาไท เขต ราชเทวี กรุงเทพมหานคร 10400,02 246 1831,ทุกวัน เวลา : 10.00-22.00 น,1037,ราชเทวี,13.76414377,100.5393165
117,เจ เจ มอลล์,588 ถนน กำแพงเพชร 2 แขวง จตุจักร เขต จตุจักร กรุงเทพมหานคร 10900,02 265 9999,ทุกวัน10:00–19:00,1030,จตุจักร,13.80210851,100.5493971
118,จตุจักรพลาซ่า,599 ถนน กำแพงเพชร 2 แขวง จตุจักร เขต จตุจักร กรุงเทพมหานคร 10900,02 618 4071,เปิดเวลา 09:0018:00 น.,1030,จตุจักร,13.80066387,100.5491379
119,ศูนย์การค้า พาราไดซ์พาร์ค,61 ถนน ศรีนครินทร์ แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250,02 780 1000,ทุกวัน10:30–21:30,1032,ประเวศ,13.68819356,100.6477771
120,เอเวอร์นิว พลาซ่า,99 14 ถนน ฉลองกรุง แขวง ลำปลาทิว เขต ลาดกระบัง กรุงเทพมหานคร 10520,02 738 6944,ทุกวัน10:30–21:30,1011,ลาดกระบัง,13.75896489,100.8006022
121,เอ็มโพเรียม,622 ถนน สุขุมวิท แขวง คลองตัน เขต คลองเตย กรุงเทพมหานคร,02 269 1000,ทุกวันเวลา 10.00 น. - 22.00 น.,1033,คลองเตย,13.72995489,100.5684133
122,เซ็นทรัลแกรนด์พระราม 9,ถนนรัชดาภิเษก แขวง ห้วยขวาง เขต ห้วยขวาง กรุงเทพมหานคร,02-103 5999,ทุกวันเวลา 10.00 น. - 22.00 น.,1017,ห้วยขวาง,13.75856055,100.5660884
123,โรบินสันเซ็นทรัลแกรนค์พระราม9(อยุ่ในเซ็นทรัล),แขวง ห้วยขวาง เขต ห้วยขวาง กรุงเทพมหานคร,02 160 3900-18,ทุกวัน11:00–21:00,1017,ห้วยขวาง,13.7580289,100.5658259
124,เซ็นจูรี่ เดอะมูฟวี่ พลาซ่า,15 ถนน พญาไท แขวง ถนนพญาไท เขต พญาไท กรุงเทพมหานคร,02 247 1111,ทุกวันเวลา 10.00 น. - 22.00 น.,1037,ราชเทวี,13.76178051,100.5370631
125,อิเซตัน,1 แขวง ปทุมวัน เขต ปทุมวัน กรุงเทพมหานคร,02 255 9898,ทุกวัน10:30–21:30,1007,ปทุมวัน,13.7466462,100.5389247
126,ศูนย์การค้าพันธุ์ทิพย์ ประตูน้ำ,604/3 ถนน เพชรบุรี แขวง ถนนเพชรบุรี เขต ราชเทวี กรุงเทพมหานคร 10400,02 256 0355,ทุกวัน10:00–21:00,1037,ราชเทวี,13.75058701,100.5375264
127,สยามพารากอน,แขวง ปทุมวัน เขต ปทุมวัน กรุงเทพมหานคร,02 610 8000,ทุกวัน10:00–21:00,1007,ปทุมวัน,13.74693305,100.5349596
128,เทอร์มินอล 21 อโศก,88 ซอย สุขุมวิท 19 แขวง คลองเตยเหนือ เขต วัฒนา กรุงเทพมหานคร,66 2 108 0888,ทุกวันเวลา 10.00 น. - 22.00 น.,1039,วัฒนา,13.73824874,100.5605071
129,villamarket,356 ซอย พหลโยธิน แขวง สามเสนใน เขต พญาไท กรุงเทพมหานคร 10400,02 613 0592,ทุกวันเวลา 10.00 น. - 22.00 น.,1014,พญาไท,13.77993538,100.5450799
130,โลตัส พระราม 1,831 ถ.พระราม1 แขวงวังใหม่ เขตปทุมวัน กทม. 10330,0 2612 5359,เปิดเวลา 08:00-23:00 น.,1007,ปทุมวัน,13.74849742,100.5246685
131,โลตัส ฟอร์จูนทาวน์,"7, 1 ถนนรัชดาภิเษก แขวง ดินแดง เขต ดินแดง กรุงเทพมหานคร 10320",02 642 0500,ทำการทุกวัน 10:00-22:00น .,1026,ดินแดง,13.76044484,100.5654351
132,แฮปปี้แลนด์พลาซ่า,2 ถนนลาดพร้าว แขวง คลองจั่น เขต บางกะปิ กรุงเทพมหานคร,02 704 9000,ทำการทุกวัน 10:00-21:00น .,1006,บางกะปิ,13.76940612,100.6426017
133,พันธ์ทิพพลาซ่า บางกะปิ,3191 1-428 ถนนลาดพร้าว แขวง คลองจั่น เขต บางกะปิ กรุงเทพมหานคร,02 187 3009,ทำการทุกวัน 10:00-21:00น .,1006,บางกะปิ,13.76736294,100.646721
134,บิ๊กซี บางปะกอก,บิ๊กซี บางปะกอก 278 หมู่ที่ 1 ถนนสุขสวัสดิ์ แขวงบางปะกอก ราษฎร์บูรณะ กทม..,02-427-7951,ทำการทุกวัน 10:00-21:00น .,1024,ราษฎร์บูรณะ,13.68341997,100.4925485
136,บิ๊กซี ลาดพร้าว 2,669 ถนนลาดพร้าว แขวงจอมพล เขตจตุจักร,0-2512-1936-7,ทุกวันเวลา 8.30 น. - 22.00 น.,1030,จตุจักร,13.81012094,100.5687444
137,สุพรีมคอมเพล็ก,1024 ถนน สามเสน แขวง ถนนนครไชยศรี เขต ดุสิต กรุงเทพมหานคร,02 669 5999,ทำการทุกวัน 10:00-21:00น .,1002,ดุสิต,13.7897004,100.5156036
138,บิ๋กซี สาขาเพชรเกษม,20/1 ถนนเพชรเกษม แขวงหนองค้างพลู เขตหนองแขม,0-2807-4751,ทำการทุกวัน 10:00-21:00น .,1040,บางแค,13.70710844,100.3812392
140,บิ๊กซี หนองจอก,34 หมู่ 1 ถนนเลียบวารี แขวงกระทุ่มราย เขตหนองจอก กรุงเทพฯ,"02-985-7800,02985-7089",เปิดเวลา 09:00-23:00น.,1010,มีนบุรี,13.85548002,100.8543186
141,ห้างสรรพสินค้าอัมรินทร์พลาซ่า,496 502 ถนน เพลินจิต แขวง ลุมพินี เขต ปทุมวัน,02 650 4704,เปิดเวลา 09:00-23:00 น.,1007,ปทุมวัน,13.74366619,100.5413465
142,บิ๊กซี สาขาบางบอน,ถนนเอกชัย ระหว่างซอยเอกชัย 63-65 แขวงบางบอน เขตบางบอน,-,เปิดเวลา 09:00-23:00น.,1050,บางบอน,13.6780655,100.4364924
143,บิ๊กซี สาขากัลปพฤกษ์,25 ถนนกัลปพฤกษ์ แขวงบางบอน เขตบางบอน กรุงเทพฯ,"02-4172710,024172854",เปิดเวลา 09:00-23:00น.,1050,บางบอน,13.6885672,100.4322294
144,บิ๊กซีพระราม 2,127 ถนนพระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน กทม.,"02-2895-7600,02895-7675",ทุกวัน 9.00 - 23.00,1021,บางขุนเทียน,13.65158967,100.4205345
145,บิ๊กซี ร่มเกล้า,"42,44 ถนนร่มเกล้า แขวงมีนบุรี เขตมีนบุรี กรุงเทพฯ",02-918-2000,เปิดเวลา 09:00-23:00น.,1010,มีนบุรี,13.81114913,100.7369185
146,บิ๊กซี สุวินทวงศ์,123 หมู่ 16 ถนนสุวินทวงศื แขวงมีนบุรี เขตมีนบุรี กรุงเทพฯ,"02-2906-4814-21,029-906-4822",เปิดเวลา 09:00-23:00น.,1010,มีนบุรี,13.81672805,100.7212088
147,บิ๊กซี อิสรภาพ,2 ถนนอิสรภาพ แขวงวัดกัลยาณ์ เขตธนบุรี กรุงเทพฯ,"02-890-3000,02472-7111",เปิดเวลา 09:00-23:00น.,1015,ธนบุรี,13.733099,100.4928623
148,บิ๊กซี เอกมัย,78 ซ.สุขุมวิท 63 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพฯ,,เปิดเวลา 09:00-23:00น.,1039,วัฒนา,13.72710251,100.5861838
149,โลตัสสุขาภิบาล 3,"101,101/1 ถ.รามคำแหง แขวงมีนบุรี เขตมีนบุรี กทม. 10510",0 2916 5500,เปิดเวลา 08:00-22:00 น.,1010,มีนบุรี,13.8067645,100.7255195
150,โลตัส พัฒนาการ,2279 ถ.พัฒนาการ เขตสวนหลวง แขวงสวนหลวง กทม.10250,0 2722 8100,เปิดเวลา 08:00-22:00น.,1034,สวนหลวง,13.73741816,100.6357121
151,โลตัส หนองจอก,46 ถ.เชื่อมสัมพันธ์ แขวงกระทุ่มราย เขตหนองจอก กทม.10530,0 2988 3383,เปิดเวลา 08:00-21:00น.,1003,หนองจอก,13.85140826,100.8597067
152,โลตัส วังหิน,"555,557 แขวงลาดพร้าว เขตลาดพร้าว กทม. 10230",0 2942 3762,เปิดเวลา 08:00-22:00น.,1035,จอมทอง,13.82392012,100.5903521
153,โลตัส อ่อนนุช 80,172/5 ถ.อ่อนนุช แขวงประเวศ เขตประเวศ กทม.10250,0 2720 3714,เปิดเวลา 07:00-22:00น.,1032,ประเวศ,13.71814815,100.6706927
154,โลตัส ลาดกระบัง,362 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กทม. 10520,0 2326 7023,เปิดเวลา 08:00-21:00น.,1011,ลาดกระบัง,13.71903361,100.7932157
